"Keyword 2","Product (15)","Product Line Code","Description Full","Whse Minimums","Whse Maximums","On Shelf","Whse 2 Primary Bin","Whse 5 Primary Bin","Whse 5 On Hand"
"","P13289","COPTU","1-1/8ODx10FT Copper Tubing ACR","2","4","0","04-COP","",""
"","P13290","COPTU","1-3/8ODx10FT Copper Tubing ACR","1","1","2","04-COP","",""
"","P13291","COPTU","1-5/8ODx10FT Copper Tubing ACR","1","1","2","04-COP","",""
"","P13292","COPTU","2-1/8ODx10FT Copper Tubing ACR","1","1","0","04-COP","",""
"","SP*001331","COPTU","3 X 10 FT TYPE M COPPER","1","1","0","04-COP","",""
"","P6348","COPTU","1-1/4 X 20FT TYPE M COP TUBE","1","1","0","04-COP","",""
"","P6382","COPTU","2 X 20FT TYPE M COP TUBE","1","1","0","04-COP","",""
"COIL","P7848","COPTU","3/8 OD X 50FT COIL REF. TUBING","8","14","0","04-COP","",""
"COIL","P7956","COPTU","1/2 OD X 50FT COIL REF. TUBING","2","4","4","04-COP","","2"
"CTM210","P7958","COPTU","2 x 10FT TYPE M COP TUBE","6","10","43","04-COP","",""
"CTM1210","P7959","COPTU","1/2 X 10FT TYPE M COP TUBE","98","160","152","04-COP","",""
"CTM3410","P7960","COPTU","3/4 X 10FT TYPE M COP TUBE","98","166","293","04-COP","",""
"CTM110","P7961","COPTU","1 X 10FT TYPE M COP TUBE","27","45","51","04-COP","",""
"CTM11410","P7962","COPTU","1-1/4 X 10FT TYPE M COP TUBE","34","56","99","04-COP","",""
"CTM11210","P7963","COPTU","1-1/2 X 10FT TYPE M COP TUBE","3","5","23","04-COP","",""
"CTL1210","P7964","COPTU","1/2 X 10FT TYPE L COP TUBE","400","400","115","04-COP","",""
"CTL3410","P7965","COPTU","3/4 X 10FT TYPE L COP TUBE","200","200","119","04-COP","",""
"CTL110","P7966","COPTU","1 X 10FT TYPE L COP TUBE","100","100","73","04-COP","",""
"CTL11410","P7967","COPTU","1-1/4 X 10FT TYPE L COP TUBE","125","125","47","04-COP","",""
"CTL11210","P7968","COPTU","1-1/2 X 10FT TYPE L COP TUBE","100","100","30","04-COP","",""
"CTL210","P7969","COPTU","2 X 10FT TYPE L COP TUBE","50","50","20","04-COP","",""
"CTL21210","P7972","COPTU","2-1/2 X 10FT TYPE L COP TUBE","1","1","0","04-COP","",""
"CTL410","P7973","COPTU","4 X 10FT TYPE L COP TUBE","1","1","0","04-COP","",""
"CTL310","P8050","COPTU","3 X 10FT TYPE L COP TUBE","1","1","0","04-COP","",""
"CTK260","P8052","COPTU","2 X 60 TYPE K COIL TUBE","1","1","0","04-COP","",""
"CTK112100","P8053","COPTU","1 1/2 X 100 TYPE K COIL TUBE","1","1","0","04-COP","",""
"CTK11410","P8054","COPTU","1 1/4 X 10 FT TYPE K PIPE","1","1","0","04-COP","",""
"CTK1100","P8055","COPTU","1 X 100 TYPE K COIL TUBE","1","1","0","04-COP","",""
"CTK240","P8056","COPTU","2 X 40 TYPE K COIL TUBE","1","1","0","04-COP","",""
"CTK11245","P8066","COPTU","1-1/2 X 45 TYPE K COIL TUBE","1","1","0","04-COP","",""
"CTK11260","P8067","COPTU","1-1/2 X 60 TYPE K COIL TUBE","1","1","0","04-COP","",""
"CTL11420","P8073","COPTU","1 1/4 X 20FT TYPE L COP TUBE","1","1","25","04-COP","",""
"CTL11220","P8074","COPTU","1 1/2 X 20FT TYPE L COP TUBE","1","1","11","04-COP","",""
"CTK11275","P8166","COPTU","1-1/2 x 75 Ft TYPE K COIL","1","1","0","04-COP","",""
"CTK160","P8171","COPTU","1x60 TYPE K COIL TUBE","1","1","0","04-COP","",""
"CTK175","P8175","COPTU","1x75 TYPE K COIL TUBE","1","1","0","04-COP","",""
"CTK145","P8176","COPTU","1x45 TYPE K COIL TUBE","1","1","0","04-COP","",""
"CTK11475","P8177","COPTU","1-1/4x75 TYPE K COIL TUBE","1","1","0","04-COP","",""
"CTK11460","P8178","COPTU","1-1/4x60 TYPE K COIL TUBE","1","1","0","04-COP","",""
"CTK11445","P8179","COPTU","1-1/4x45 TYPE K COIL TUBE","1","1","0","04-COP","",""
"CTL320","P8214","COPTU","3 X 20FT TYPE L COP TUBE","1","1","0","04-COP","",""
"CTL21220","P8215","COPTU","2-1/2 X 20FT TYPE L COP TUBE","1","1","0","04-COP","",""
"CTL220","P8216","COPTU","2 X 20FT TYPE L COP TUBE","1","1","10","04-COP","",""
"CTL120","P8217","COPTU","1 X 20FT TYPE L COP TUBE","1","1","30","04-COP","",""
"CTK110","P8240","COPTU","1 X 10FT TYPE K COP TUBE","1","1","0","04-COP","",""
"CTK11210","P8241","COPTU","1-1/2 X 10FT TYPE K COP TUBE","1","1","0","04-COP","",""
"CTL1410","P8248","COPTU","1/4 X 10FT TYPE L COP TUBE","1","1","0","04-COP","",""
"CTL1460","P8308","COPTU","1/4x60 TYPE L COP COIL","1","1","0","04-COP","",""
"CTM11220","P8331","COPTU","1-1/2 X 20FT TYPE M COP TUBE","1","1","0","04-COP","",""
"COIL","P8357","COPTU","1/4 OD X 50FT COIL REF TUBING","6","10","0","04-COP","",""
"COIL","P8653","COPTU","3/4 OD X 50FT COIL REF. TUBING","3","5","0","04-COP","",""
"CTL510","P9621","COPTU","5 x 10Ft TYPE L COP TUBE","1","1","0","04-COP","",""
"CTL3420","P9665","COPTU","3/4 X 20FT TYPE L COP TUBE","2","4","47","04-COP","",""
"CTL1220","P9666","COPTU","1/2 X 20FT TYPE L COP TUBE","1","1","37","04-COP","",""
"COIL","P9867","COPTU","3/16 X 50FT COIL REF. TUBING","1","1","0","04-COP","",""
"CTL420","P10036","COPTU","4 X 20FT TYPE L COP TUBE","1","1","0","04-COP","",""
"","P11264","COPTU","1"" X 12"" TYPE M COPPER PIPE","6","10","0","04-COP","",""
"","P11267","COPTU","3/4 X 12"" TYPE M COPPER PIPE","4","8","0","04-COP","",""
"","P11268","COPTU","1/2 X 24"" TYPE M COPPER PIPE","3","5","0","04-COP","",""
"","P11269","COPTU","3/4 X 48"" TYPE L COPPER PIPE","42","68","0","04-COP","",""
"","P11270","COPTU","3/4 X 48"" TYPE M COPPER PIPE","15","25","0","04-COP","",""
"","P11271","COPTU","2"" X 36"" TYPE L COPPER PIPE","3","5","0","04-COP","",""
"","P11273","COPTU","1-1/4 X 48"" TYPE L COPPER PIPE","9","15","0","04-COP","",""
"","P11274","COPTU","1/2 X 12"" TYPE M COPPER PIPE","4","6","0","04-COP","",""
"","P11276","COPTU","3/4 X 12"" TYPE L COPPER PIPE","14","24","0","04-COP","",""
"","P11277","COPTU","1"" X 48"" TYPE M COPPER PIPE","9","15","0","04-COP","",""
"","P11278","COPTU","1-1/2 X 12"" TYPE L COPPER PIPE","8","14","0","04-COP","",""
"","P11279","COPTU","1-1/4 X 24"" TYPE L COPPER PIPE","9","15","0","04-COP","",""
"","P11280","COPTU","1-1/4 X 12"" TYPE M COPPER PIPE","8","14","0","04-COP","",""
"","P11281","COPTU","1"" X 36"" TYPE M COPPER PIPE","2","4","0","04-COP","",""
"","P11282","COPTU","1/2 X 48"" TYPE M COPPER PIPE","11","19","0","04-COP","",""
"","P11283","COPTU","2"" X 48"" TYPE L COPPER PIPE","10","16","0","04-COP","",""
"","P11284","COPTU","1"" X 24"" TYPE L COPPER PIPE","8","14","0","04-COP","",""
"","P11285","COPTU","1"" X 24"" TYPE M COPPER PIPE","5","9","0","04-COP","",""
"","P11288","COPTU","1/2 X 36"" TYPE M COPPER PIPE","3","5","0","04-COP","",""
"","P11289","COPTU","1-1/4 X 48"" TYPE M COPPER PIPE","8","14","0","04-COP","",""
"","P11290","COPTU","1-1/2 X 48"" TYPE L COPPER PIPE","15","25","0","04-COP","",""
"","P11291","COPTU","1-1/4 X 24"" TYPE M COPPER PIPE","3","5","0","04-COP","",""
"","P11292","COPTU","1"" X 12"" TYPE L COPPER PIPE","11","19","0","04-COP","",""
"","P11293","COPTU","1-1/2 X 36"" TYPE L COPPER PIPE","3","5","0","04-COP","",""
"","P11294","COPTU","1"" X 48"" TYPE L COPPER PIPE","16","26","0","04-COP","",""
"","P11296","COPTU","3/4 X 24"" TYPE M COPPER PIPE","3","5","0","04-COP","",""
"","P11297","COPTU","1-1/2 X 12"" TYPE M COPPER PIPE","5","9","0","04-COP","",""
"","P11298","COPTU","2 X 24"" TYPE M COPPER PIPE","3","5","0","04-COP","",""
"","P11299","COPTU","3/4 X 24"" TYPE L COPPER PIPE","8","14","0","04-COP","",""
"","P11300","COPTU","1-1/4 X 12"" TYPE L COPPER PIPE","11","19","0","04-COP","",""
"","P11301","COPTU","1-1/2 X 24"" TYPE L COPPER PIPE","3","5","0","04-COP","",""
"","P11303","COPTU","1-1/2 X 24"" TYPE M COPPER PIPE","5","9","0","04-COP","",""
"","P11304","COPTU","1"" X 36"" TYPE L COPPER PIPE","5","9","0","04-COP","",""
"","P11305","COPTU","2 X 12"" TYPE L COPPER PIPE","5","9","0","04-COP","",""
"","P11306","COPTU","2 X 24"" TYPE L COPPER PIPE","6","10","0","04-COP","",""
"","P11307","COPTU","1/2 X 12"" TYPE L COPPER PIPE","13","21","0","04-COP","",""
"","P11308","COPTU","1-1/2 X 48"" TYPE M COPPER PIPE","3","5","0","04-COP","",""
"","P11309","COPTU","2 X 12"" TYPE M COPPER PIPE","3","5","0","04-COP","",""
"","P11310","COPTU","2 X 36"" TYPE M COPPER PIPE","2","4","0","04-COP","",""
"","P11312","COPTU","1-1/4 X 36"" TYPE L COPPER PIPE","5","9","0","04-COP","",""
"","P11313","COPTU","3/4 X 36"" TYPE M COPPER PIPE","5","9","0","04-COP","",""
"","P11314","COPTU","1/2 X 36"" TYPE L COPPER PIPE","7","11","0","04-COP","",""
"","P11315","COPTU","1/2 X 24"" TYPE L COPPER PIPE","13","21","0","04-COP","",""
"","P11316","COPTU","1-1/4 X 36"" TYPE M COPPER PIPE","3","5","0","04-COP","",""
"","P11317","COPTU","1-1/2 X 36"" TYPE M COPPER PIPE","3","5","0","04-COP","",""
"","P11318","COPTU","3/4 X 36"" TYPE L COPPER PIPE","8","14","0","04-COP","",""
"","P11320","COPTU","1/2 X 48"" TYPE L COPPER PIPE","31","51","0","04-COP","",""
"","P11321","COPTU","2 X 48"" TYPE M COPPER PIPE","3","5","0","04-COP","",""
"","P11636","COPTU","3 X 24"" TYPE L COPPER PIPE","1","1","0","04-COP","",""
"CTK3460","P11871","COPTU","3/4x60 TYPE K COIL TUBE","1","1","0","04-COP","",""
"611R44112","P5002","COPW","4x4x1-1/2 Red Tee CxCxC","8","16","0","C08-13E","",""
"611S1141114","P5003","COPW","1-1/4x1x1-1/4 611RR Red Tee Cx CxC","90","240","346","C08-10D","","59"
"611R44114","P5004","COPW","4x4x1-1/4 Red Tee CxCxC","8","16","0","C08-13E","",""
"611R441","P5005","COPW","4x4x1 Red Tee CxCxC","8","16","0","C08-13E","",""
"611R4434","P5006","COPW","4x4x3/4 Red Tee CxCxC","8","16","0","C08-13E","",""
"611R4412","P5007","COPW","4x4x1/2 Red Tee CxCxC","5","10","0","C08-13E","",""
"611S11411","P5008","COPW","1-1/4x1x1 611RR Red Tee CxCxC","150","400","351","C08-10D","","-2"
"611S341234","P5009","COPW","3/4x1/2x3/4 Red Tee CxCxC","480","1200","719","C08-08C","","175"
"611S341212","P5010","COPW","3/4x1/2x1/2 Red Tee CxCxC","720","1800","1370","C08-11C","","3871"
"611S114134","P5011","COPW","1-1/4x1x3/4 Red Tee CxCxC","150","400","116","C08-12D","","-8"
"611S1341","P5012","COPW","1x3/4x1 611RR Red Tee CxCxC","180","480","483","C08-10D","","445"
"611S114112","P5013","COPW","1-1/4x1x1/2 Red Tee CxCxC","60","120","53","C08-11E","","71"
"611S13434","P5014","COPW","1x3/4x3/4 611RR Red Tee CxCxC","240","600","891","C08-09C","","530"
"611S13412","P5015","COPW","1x3/4x1/2 611RR Red Tee CxCxC","180","480","730","C08-10E","","216"
"611S1121","P5017","COPW","1x1/2x1 611RR Red Tee CxCxC","180","480","412","C08-10D","","1"
"611S114341","P5018","COPW","1-1/4x3/4x1 Red Tee CxCxC","135","360","135","C08-10D","","454"
"611S11234","P5019","COPW","1x1/2x3/4 611RR Red Tee CxCxC","240","640","240","C08-12D","","-124"
"611S1143434","P5020","COPW","1-1/4x3/4x3/4 611RR Tee CxCxC","150","400","142","C08-12D","","10"
"611S211434","P5021","COPW","2x1-1/4x3/4 611RR Red Tee CxCx C","20","40","0","C08-13E","",""
"611S1143412","P5022","COPW","1-1/4x3/4x1/2 611RR Red Tee Cx CxC","50","100","97","C08-11E","","-37"
"611S211412","P5023","COPW","2x1-1/4x1/2 611RR Red Tee CxCx C","25","50","0","C08-11E","","12"
"611S212","P5024","COPW","2x1x2 611RR Red Tee CxCxC","15","30","3","C08-12E","","0"
"611S11412114","P5025","COPW","1-1/4x1/2x1-1/4 Red Tee CxCxC","105","280","119","C08-10D","","77"
"611S211","P5026","COPW","2x1x1 611RR Red Tee CxCxC","60","160","37","C08-12D","","-13"
"611S2342","P5027","COPW","2x3/4x2 611RR Red Tee CxCxC","10","20","3","C08-12E","","89"
"611S2122","P5028","COPW","2x1/2x2 611RR Red Tee CxCxC","15","30","2","C08-13E","","-2"
"611S112114112","P5029","COPW","1-1/2x1-1/4x1-1/2 611RR Red Te e CxCxC","60","160","140","C08-10D","","246"
"611S112114114","P5031","COPW","1-1/2x1-1/4x1-1/4 611RR Red Te e CxCxC","30","60","60","C08-12E","","22"
"711S1141212","P5034","COPW","1-1/4x1/2x1/2 711RR Red Tee Cx CxC","75","150","0","C08-13E","",""
"611S1121141","P5035","COPW","1-1/2x1-1/4x1 611RR Red Tee Cx CxC","30","60","36","C08-12E","","-3"
"611S112121","P5037","COPW","1-1/2x1/2x1 611RR Red Tee CxCx C","40","80","31","C08-11E","","4"
"611S11211434","P5038","COPW","1-1/2x1-1/4x3/4 Red Tee CxCxC","40","80","25","C08-12E","","16"
"711S21112","P5039","COPW","2x1x1-1/2 711RR Red Tee CxCxC","15","30","0","C08-13E","",""
"611S11211412","P5040","COPW","1-1/2x1-1/4x1/2 611RR Red Tee CxCxC","40","80","22","C08-13E","","-22"
"611S1121112","P5044","COPW","1-1/2x1x1-1/2 611RR Red Tee Cx CxC","60","160","162","C08-10D","","-3"
"611S1121114","P5049","COPW","1-1/2x1x1-1/4 611RR Red Tee Cx CxC","90","240","86","C08-12D","","21"
"611S11211","P5051","COPW","1-1/2x1x1 611RR Red Tee CxCxC","105","280","156","C08-10D","","1"
"611S112134","P5053","COPW","1-1/2x1x3/4 611RR Red Tee CxCx C","120","320","28","C08-12D","",""
"611S112112","P5055","COPW","1-1/2x1x1/2 611RR Red Tee CxCx C","40","80","30","C08-11E","","1"
"611S11234112","P5058","COPW","1-1/2x3/4x1-1/2 611RR Red Tee CxCxC","60","160","176","C08-10D","","190"
"611S11234114","P5061","COPW","1-1/2x3/4x1-1/4 611RR Red Tee CxCxC","30","60","0","C08-13E","",""
"611S112341","P5063","COPW","1-1/2x3/4x1 611RR Red Tee CxCx C","40","80","0","C08-11E","","2"
"611S1123434","P5065","COPW","1-1/2x3/4x3/4 611RR Red Tee Cx CxC","90","240","128","C08-12D","","-41"
"611S1123412","P5070","COPW","1-1/2x3/4x1/2 611RR Red Tee Cx CxC","40","80","0","C08-13E","",""
"611S11212112","P5074","COPW","1-1/2x1/2x1-1/2 Red Tee CxCxC","60","160","53","C08-12D","","0"
"611S21122","P5077","COPW","2x1-1/2x2 611RR Red Tee CxCxC","30","80","69","C08-12D","","-2"
"611S2112112","P5081","COPW","2x1-1/2x1-1/2 611RR Red Tee Cx CxC","30","80","28","C08-12D","","7"
"611S2112114","P5083","COPW","2x1-1/2x1-1/4 611RR Red Tee Cx CxC","10","20","48","C08-13E","","9"
"611S21121","P5085","COPW","2x1-1/2x1 611RR Red Tee CxCxC","20","40","26","C08-11E","","-2"
"611S211234","P5088","COPW","2x1-1/2x3/4 Red Tee CxCxC","20","40","0","C08-13E","",""
"611S211212","P5090","COPW","2x1-1/2x1/2 611RR Red Tee CxCx C","20","40","0","C08-11E","","3"
"611S21142","P5091","COPW","2x1-1/4x2 611RR Red Tee CxCxC","10","20","7","C08-12E","","55"
"611S2114112","P5094","COPW","2x1-1/4x1-1/2 611RR Red Tee Cx CxC","15","30","0","C08-13E","",""
"611S2114114","P5097","COPW","2x1-1/4x1-1/4 611RR Red Tee Cx CxC","15","30","99","C08-13E","","50"
"611S21141","P5098","COPW","2x1-1/4x1 611RR Red Tee CxCxC","20","40","0","C08-11E","","1"
"73338","P5109","COPW","3/8 Union C x C","250","500","332","C08-11E","","3369"
"73312","P5110","COPW","1/2 Union C x C","800","2000","777","C08-10C","","-66"
"7331","P5111","COPW","1 Union C x C","200","500","191","C08-10C","","295"
"733114","P5112","COPW","1-1/4 Union C x C","200","500","620","C08-10C","","16"
"733112","P5113","COPW","1-1/2 Union C x C","120","300","309","C08-11C","","5"
"7332","P5114","COPW","2 Union C x C","72","180","134","C08-11C","","0"
"733212","P5115","COPW","2-1/2 Union C x C","24","64","9","C08-11D","","4"
"7333","P5116","COPW","3 Union C x C","18","48","12","C08-11D","","0"
"703212","P5153","COPW","2-1/2 Adapter C x F","192","480","90","C08-13C","","54"
"7033","P5154","COPW","3 Adapter C x F","30","60","0","C08-09E","","51"
"6066","P5164","COPW","6 45 Elbow C x C","2","4","0","C08-13E","",""
"9072114","P5176","COPW","1-1/4 DWV 90 Ftg Elbow Ftg x C","100","200","0","C08-11E","","5"
"9017112112","P5179","COPW","1-1/2x1-1/2 DWV Trap Adp CxSJ","100","200","0","C08-13E","",""
"907114","P5182","COPW","1-1/4 DWV 90 Elbow C x C","200","400","0","C08-11E","","14"
"9062114","P5183","COPW","1-1/4 DWV 45 Ftg Ell Ftg x C","100","200","0","C08-11E","","4"
"901114","P5184","COPW","1-1/4 DWV Couplings CxC","250","500","0","C08-11E","","35"
"901112","P5185","COPW","1-1/2 DWV Couplings CxC","250","500","0","C08-11E","","45"
"9017114114","P5186","COPW","1-1/4x1-1/4 DWV Trap Adp CxSJ","250","500","0","C08-13E","",""
"910C112","P5188","COPW","1-1/2 810 DWV 45 Y CxCxC","100","200","0","C08-11E","","24"
"907112","P5202","COPW","1-1/2 DWV 90 Elbow C x C","100","200","0","C08-11E","","37"
"906112","P5204","COPW","1-1/2 DWV 45 Elbow C x C","200","400","0","C08-13E","",""
"901S114","P5206","COPW","1-1/4 901-RP DWV REPAIR CPLG C x C","100","200","0","C08-11E","","10"
"904114","P5208","COPW","1-1/4 DWV Adapter C x M","250","500","0","C08-11E","","15"
"906114","P5209","COPW","1-1/4 DWV 45 Elbow C x C","200","400","0","C08-13E","",""
"903114","P5211","COPW","1-1/4 DWV Adapters C x F","250","500","0","C08-11E","","24"
"901R2112","P5218","COPW","2x1-1/2 DWV Coupling C x C","100","200","0","C08-13E","",""
"585834611B","P12387","COPW","5/8x5/8x3/4 CxCxC Red Tee","500","1000","0","C08-13E","",""
"61831218","P5226","COPW","1/2x1/8 Flush Bushing Ftg x F","1500","3000","0","C08-13E","",""
"9072112","P5231","COPW","1-1/2 DWV 90 Ftg Elbow Ftg x C","100","200","0","C08-13E","",""
"9062","P5232","COPW","2 DWV 45 Elbow C x C","50","100","0","C08-11E","","2525"
"90723","P5233","COPW","3 DWV 90 Ftg Elbow Ftg x C","20","40","0","C08-11E","","1"
"90623","P5234","COPW","3 DWV 45 Ftg Ell Ftg x C","30","60","0","C08-11E","","52"
"90122112","P5243","COPW","2x1-1/2 DWV Ext Bushing Ftg x C","100","200","0","C08-11E","","10"
"911R33112","P5251","COPW","3x3x1-1/2 DWV TEE C x C x C","27","54","0","C08-13E","",""
"911112","P5253","COPW","1-1/2 DWV TEE CxCxC","100","200","0","C08-13E","",""
"904R114112","P5258","COPW","1-1/4x1-1/2 DWV Adapter CxM","100","200","0","C08-13E","",""
"911R22114","P5261","COPW","2x2x1-1/4 DWV TEE C x C x C","50","100","0","C08-11E","","10"
"910R22112","P5263","COPW","2x2x1-1/2 810R DWV 45 Y C x C x C","50","100","0","C08-13E","",""
"607R5812","P5266","COPW","5/8x1/2 90 Elbow Red C x C","250","500","0","C08-13E","",""
"600R3458","P5267","COPW","3/4x5/8 Coupling W/Stop CxC","1400","3500","370","C08-12C","","-40"
"607L3458","P5269","COPW","3/4x5/8 607-LT 90 Lg Rad Red E ll CxC","250","500","0","C08-13E","",""
"607T34","P5271","COPW","3/4 607-LT 90 Lg Rad Ell C x C","480","1200","2216","C08-13B","","2191"
"607T114","P5272","COPW","1-1/4 607-LT 90 Lg Rad Ell CxC","35","70","0","C08-11E","","8"
"9062112","P5276","COPW","1-1/2 DWV 45 Ftg Ell Ftg x C","100","200","0","C08-11E","","24"
"62418","P5280","COPW","1/8 Tube Strap","2000","4000","0","C08-13E","",""
"62414","P5281","COPW","1/4 Tube Strap","1000","2000","0","C08-13E","",""
"62438","P5282","COPW","3/8 Tube Strap","1300","2600","0","C08-11E","","76"
"707R11434","P5286","COPW","1-1/4x3/4 90 Elbow Red. C x C","150","400","92","C08-11D","","0"
"62458","P5289","COPW","5/8 Tube Strap","1000","2000","0","C08-13E","",""
"600R1214","P5293","COPW","1/2x1/4 Coupling W/Stop CxC","3200","8000","857","C08-12C","","-6"
"60614","P5294","COPW","1/4 45 Elbow C x C","2000","4000","100","C08-13E","",""
"911R22112","P5295","COPW","2x2x1-1/2 DWV TEE C x C x C","50","100","0","C08-13E","",""
"9072","P5301","COPW","2 DWV 90 Elbow C x C","50","100","0","C08-11E","","9"
"9073","P5302","COPW","3 DWV 90 Elbow C x C","20","40","0","C08-13E","",""
"9063","P5303","COPW","3 DWV 45 Elbow C x C","30","60","0","C08-11E","","1"
"90622","P5304","COPW","2 DWV 45 Ftg Ell Ftg x C","50","100","0","C08-11E","","3441"
"910C3","P5306","COPW","3 810 DWV 45 Y CxCxC","20","40","0","C08-11E","","1"
"1814603R","P12475","COPW","1/8x1/4 CxFEM ADPTR","2000","4000","0","C08-13E","",""
"60714","P5311","COPW","1/4 90 Elbow CxC","1200","2400","0","C08-10E","","145"
"60314","P5312","COPW","1/4 Adapter C x F","1000","2000","0","C08-10E","","36"
"901S112","P5316","COPW","1-1/2 901-RP DWV REPAIR CPLG C x C","100","200","0","C08-11E","","5"
"9012112114","P5320","COPW","1-1/2x1-1/4 DWV Ext Bushing Ft g x C","100","200","0","C08-11E","","20"
"901S2","P5322","COPW","2 901-RP DWV REPAIR CPLG C x C","200","400","0","C08-11E","","5"
"9112","P5323","COPW","2 DWV TEE CxCxC","40","80","0","C08-11E","","2"
"607R1238","P5324","COPW","1/2x3/8 90 Elbow Red C x C","500","1000","0","C08-13E","",""
"917B112","P5333","COPW","1-1/2 Test Caps Copper C","100","200","0","C08-13E","",""
"604214","P5339","COPW","1/4 Fitting Adapter Ftg x Male","1000","2000","0","C08-13E","",""
"603R1214","P5347","COPW","1/2x1/4 Adapter C x F","500","1000","842","C08-09E","","-37"
"9054","P5355","COPW","4 DWV Soil Adapter C x Spigot","25","50","0","C08-11E","","9"
"9513","P5366","COPW","3 DWV Closet Flange C","5","10","0","C08-13E","",""
"611B121234","P5369","COPW","1/2x1/2x3/4 611BH Red Tees CxC xC BH","540","1440","1164","C08-09D","","129"
"90722","P5370","COPW","2 DWV 90 Ftg Elbow Ftg x C","40","80","0","C08-11E","","2"
